run_id,issue_key,project_key,issue_type,summary,status_current,created,updated,epic_key,parent_key,labels,total_time_open_bh_hours,total_time_open_24x7_hours,total_status_entries,entries_Code Review,entries_Content In Progress,entries_DEV_QA,entries_Done,entries_FInal Implementation,entries_Final Dev,entries_INTEGRATION QA,entries_In Progress,entries_In Review,entries_Initial Dev,entries_Merged,entries_Peer Review,entries_QA,entries_Ready for release,entries_Removed,entries_To Do,entries_Waiting for approval
3,MEDA-2977,MEDA,Task,Update Storybook to 1.8.11,Done,2022-09-15T11:16:03.292-0400,2025-05-21T10:25:22.720-0400,,,1.8.8(Storybook),6170.83,25898.83,6,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,0
3,MEDA-2976,MEDA,Task,Analytics for research page index list,Done,2022-09-15T10:31:18.029-0400,2025-05-21T10:25:17.890-0400,,,,6174.3,25902.3,4,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0
3,MEDA-2975,MEDA,Task,Events - Mobile optimization,Done,2022-09-14T17:19:29.147-0400,2025-05-21T10:24:56.264-0400,,,,6175.85,25919.51,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2974,MEDA,Task,style Frequently Searched Specialties block on the /doctors page,Done,2022-09-14T15:42:59.878-0400,2025-05-21T10:25:15.680-0400,,,,6177.09,25921.1,5,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0
3,MEDA-2970,MEDA,Task,Fixing in find a doctor,Done,2022-09-14T11:42:32.230-0400,2025-05-21T10:25:24.612-0400,,,,6177.27,25921.27,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2968,MEDA,Task,Category items in the Types of Cancer We Treat,Done,2022-09-14T11:32:02.203-0400,2025-05-21T10:25:19.302-0400,,,,6175.44,25903.44,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2966,MEDA,Task,Non-physicians showing in the type-ahead list,Done,2022-09-14T08:40:12.296-0400,2025-05-21T10:25:03.412-0400,,,,6183.25,25927.25,4,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0
3,MEDA-2965,MEDA,Task,Research Page - Hero,Done,2022-09-13T14:57:52.833-0400,2025-05-21T10:26:03.686-0400,,,,6183.85,25943.09,5,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0
3,MEDA-2964,MEDA,Task,Change the labels in Find a doctor,Done,2022-09-13T09:38:39.415-0400,2025-05-21T10:25:27.058-0400,,,,6189.89,25949.89,5,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0
3,MEDA-2962,MEDA,Task,Find a Doctor > Published Research - Fix loading issues,Done,2022-09-12T13:32:58.512-0400,2025-05-21T10:26:02.894-0400,,,,6193.72,25969.72,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2961,MEDA,Task,Moving Frequently Searched Specialties out of react,Done,2022-09-12T13:08:27.195-0400,2025-05-21T10:26:04.184-0400,,,,6191.85,25966.68,5,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0
3,MEDA-2960,MEDA,Task,Adding published research to /researchers,Done,2022-09-12T13:07:47.483-0400,2025-05-21T10:26:06.354-0400,,,,6192.93,25968.93,7,0,0,0,3,0,0,0,1,0,0,1,2,0,0,0,0,0
3,MEDA-2959,MEDA,Task,Create one more field to make a team break,Done,2022-09-12T10:00:20.883-0400,2025-05-21T10:24:46.188-0400,,,,6189.42,25949.42,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2958,MEDA,Task,Preview qa-storybook Map/Location on Local environment,Done,2022-09-12T09:58:32.180-0400,2025-05-21T10:24:31.071-0400,,,,6198.87,25974.87,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
3,MEDA-2957,MEDA,Task,Update the dropdown component with storybook changes,Done,2022-09-09T15:22:19.516-0400,2025-05-21T10:26:04.290-0400,,,,6195.51,25971.52,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2956,MEDA,Task,We need to preprocess the breadcrumbs - Clinical Trails,Done,2022-09-09T10:58:18.680-0400,2025-05-21T10:25:56.413-0400,,,,5992.84,25128.84,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,MEDA-2955,MEDA,Task,We need to preprocess the breadcrumbs -  Find a doctor,Done,2022-09-09T10:57:15.570-0400,2025-05-21T10:25:55.703-0400,,,,6181.04,25925.04,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
3,MEDA-2954,MEDA,Task,Find a doctor - Detail page - delete location,Done,2022-09-09T10:18:55.605-0400,2025-05-21T10:25:55.333-0400,,,,6201.11,26041.11,4,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
3,MEDA-2953,MEDA,Task,Preprocess the breadcrumbs in Find a doctor,Done,2022-09-09T10:00:52.241-0400,2025-05-21T10:25:54.624-0400,,,,6199.21,25975.21,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,MEDA-2952,MEDA,Task,Back button in detail of a clinical trail ,Done,2022-09-09T09:57:36.604-0400,2025-05-21T10:25:57.479-0400,,,,6200.33,26040.33,4,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
3,MEDA-2951,MEDA,Task,Create Location Card Component,Done,2022-09-08T17:11:14.675-0400,2025-05-21T10:25:56.937-0400,,,,6207.85,26063.65,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2950,MEDA,Task,Microservice - Specify backend config settings for Search API,Done,2022-09-08T10:26:10.006-0400,2025-05-21T10:24:03.752-0400,,,,6214.41,26070.41,5,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0
3,MEDA-2949,MEDA,Task,Remove the version string to the footer when in prod.,Done,2022-09-07T18:09:24.664-0400,2025-05-21T10:25:27.740-0400,,,,6215.85,26086.69,4,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
3,MEDA-2948,MEDA,Task,Changes about / team,Done,2022-09-07T16:23:51.017-0400,2025-05-21T10:25:46.657-0400,,,,6215.85,26087.21,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2946,MEDA,Task,Update Storybook to 1.8.10,Done,2022-09-07T12:08:56.899-0400,2025-05-21T10:25:34.486-0400,,,1.8.8(Storybook),6220.69,26092.69,6,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,0
3,MEDA-2945,MEDA,Task,Team Orchestration & Jira Configuration,Done,2022-09-06T18:07:20.808-0400,2025-05-21T10:25:50.533-0400,,,,6223.85,26110.72,5,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0
3,MEDA-2944,MEDA,Task,"""Find an Investigator"" search button doesn't work",Done,2022-09-06T16:29:57.931-0400,2025-05-21T10:25:28.698-0400,,,,6223.06,26095.06,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2943,MEDA,Task,change event date to have repeating dates,Done,2022-09-06T15:59:12.065-0400,2025-05-21T10:25:51.752-0400,,,,6224.86,26112.86,6,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0
3,MEDA-2942,MEDA,Task,Prevent analytics for some heros,Done,2022-09-06T12:24:50.213-0400,2025-05-21T10:25:23.549-0400,,,,6142.3,25758.3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,MEDA-2941,MEDA,Task,styling of unordered lists,Done,2022-09-05T15:25:44.608-0400,2025-05-21T10:25:48.345-0400,,,,6231.32,26119.32,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2940,MEDA,Task,"Removal of unnecessary ""Publications"" section on Find a Doctor ",Done,2022-09-05T11:37:01.545-0400,2025-05-21T10:25:14.283-0400,,,,6237.23,26141.23,5,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0
3,MEDA-2914,MEDA,Task,Update Storybook to 1.8.9,Done,2022-09-01T13:23:05.140-0400,2025-05-21T10:23:34.836-0400,,,1.8.8(Storybook),6251.44,26235.44,5,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0
3,MEDA-2913,MEDA,Task,Remove hero block caching,Done,2022-09-01T10:24:58.655-0400,2025-05-21T10:24:44.766-0400,,,,6254.43,26238.43,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2911,MEDA,Task,Update - Locations component ,Done,2022-08-31T15:41:43.891-0400,2025-05-21T10:24:28.774-0400,,,,6255.45,26239.45,5,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0
3,MEDA-2907,MEDA,Task,Add Link option to flyout menu title,Done,2022-08-30T18:41:26.640-0400,2025-05-21T10:24:22.280-0400,,,1.8.8(Storybook),6261.91,26261.91,6,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,1,0
3,MEDA-2905,MEDA,Task,Update Facts component to support the specified background colors. ,Done,2022-08-30T18:16:04.844-0400,2025-05-21T10:25:35.901-0400,,,1.8.8(Storybook),6136.55,25752.55,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2902,MEDA,Task,Contact block,Done,2022-08-30T17:16:35.544-0400,2025-05-21T10:25:39.474-0400,MEDA-2825,MEDA-2825,,6263.85,26279.47,6,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,0
3,MEDA-2901,MEDA,Task,Update Storybook to 1.8.8,Done,2022-08-30T16:50:34.757-0400,2025-05-21T10:26:07.897-0400,,,1.8.8(Storybook),6263.85,26279.58,6,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,0
3,MEDA-2900,MEDA,Task,Add analytics to map locations,Done,2022-08-30T11:50:15.172-0400,2025-05-21T10:23:55.178-0400,,,,6205.2,26045.2,12,1,0,0,2,0,0,1,3,0,0,0,2,1,0,0,0,2
3,MEDA-2891,MEDA,Task,Add search card analytics to the Find An Investigator block,Done,2022-08-29T10:39:57.807-0400,2025-05-21T10:25:49.411-0400,,,,6265.04,26281.04,12,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,0
3,MEDA-2890,MEDA,Task,Add search card analytics to the Select Searchable block type,Done,2022-08-29T10:36:43.436-0400,2025-05-21T10:25:53.586-0400,,,,6271.85,26303.49,11,0,0,0,2,0,0,0,2,0,0,2,2,3,0,0,0,0
3,MEDA-2889,MEDA,Task,Add search card analytics to the Cancer Types search block,Done,2022-08-29T10:32:30.800-0400,2025-05-21T10:25:45.565-0400,,,,6274.55,26306.55,6,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0
3,MEDA-2888,MEDA,Bug,Microservice - Fix phynd import geocoding.,Done,2022-08-29T09:38:37.914-0400,2025-05-21T10:25:47.145-0400,,,,6279.2,26311.2,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2886,MEDA,Task,[EVENTS] Create featured teaser and teaser event view mode to use on card grid,Done,2022-08-25T17:39:46.254-0400,2025-05-21T10:25:37.829-0400,,,,6285.37,26381.37,6,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0
3,MEDA-2885,MEDA,Task,Create a parameter on the Hero for CT position,Done,2022-08-25T16:45:19.368-0400,2025-05-21T10:25:38.674-0400,,,,6288.08,26400.08,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2882,MEDA,Task,Research section pages are generating an error while attempting to edit in layout tab.,Done,2022-08-25T15:43:01.781-0400,2025-05-21T10:26:09.521-0400,MEDA-2586,MEDA-2586,L2,6287.92,26399.92,4,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
3,MEDA-2881,MEDA,Task,"[EVENTS] Create event content type
",Done,2022-08-25T15:22:18.282-0400,2025-05-21T10:26:09.886-0400,,,,6285.37,26381.37,6,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0
3,MEDA-2879,MEDA,Task,[EVENTS] Create event listing view (this is the list + filters),Done,2022-08-24T15:59:03.736-0400,2025-05-21T10:26:08.404-0400,,,,6285.37,26381.37,6,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0
3,MEDA-2878,MEDA,Task,Card analytics - rename elementType to linkType,Done,2022-08-24T14:46:00.126-0400,2025-05-21T10:26:08.846-0400,,,,6298.01,26426.01,7,0,0,0,3,0,0,0,1,0,0,1,1,1,0,0,0,0
3,MEDA-2877,MEDA,Task,Analytics - Tabs component in Drupal,Done,2022-08-24T10:34:43.985-0400,2025-05-21T10:26:01.872-0400,MEDA-2826,MEDA-2826,,6300.2,26428.2,6,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0
3,MEDA-2876,MEDA,Task,Add analytics for the main title link,Done,2022-08-24T10:33:23.575-0400,2025-05-21T10:26:02.372-0400,,,,6301.35,26429.35,5,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0
3,MEDA-2875,MEDA,Task,Microservice - CT daily basis import,Done,2022-08-24T09:53:16.524-0400,2025-05-21T10:25:59.953-0400,,,,6302.96,26430.96,5,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0
3,MEDA-2874,MEDA,Task,Create the MyChart  component from CLT in Cancer,Done,2022-08-24T08:45:13.107-0400,2025-05-21T10:26:00.807-0400,MEDA-2821,MEDA-2821,,6303.59,26431.59,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2873,MEDA,Task,Consolidating clinical trials block,Done,2022-08-23T17:30:19.254-0400,2025-05-21T10:26:01.190-0400,,,,6303.85,26446.95,6,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0
3,MEDA-2872,MEDA,Task,Add storybook styles to WYSIWYG ,Done,2022-08-23T15:49:45.933-0400,2025-05-21T10:26:05.853-0400,,,,6305.02,26449.02,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2870,MEDA,Task,Add mecc_blocks_alert_bar.settings to config ignore,Done,2022-08-19T17:34:40.249-0400,2025-05-21T10:25:30.196-0400,,,,6295.85,26423.23,6,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0
3,MEDA-2869,MEDA,Bug,badge size too large. see figma.,Done,2022-08-19T17:20:09.721-0400,2025-05-21T10:25:30.527-0400,,,IMG,6293.74,26405.74,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,MEDA-2868,MEDA,Task,Implement partial matching for cancer types search,Done,2022-08-19T15:00:27.457-0400,2025-05-21T10:25:31.543-0400,MEDA-2819,MEDA-2819,1.8.5(Storybook),6321.83,26545.83,8,0,0,0,3,0,0,0,1,0,0,2,1,1,0,0,0,0
3,MEDA-2867,MEDA,Task,CLT - Implement alert bar as part of the navigation component,Done,2022-08-19T11:32:47.583-0400,2025-05-21T10:25:31.877-0400,MEDA-2819,MEDA-2819,1.8.5(Storybook),6323.05,26547.05,4,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
3,MEDA-2866,MEDA,Task,Add analytics for the Clinical Trials card,Done,2022-08-19T10:45:01.958-0400,2025-05-21T10:25:32.360-0400,,,,6302.34,26430.34,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2863,MEDA,Task,Center the highlights and remove the background,Done,2022-08-18T16:06:50.426-0400,2025-05-21T10:25:28.154-0400,MEDA-2819,MEDA-2819,,6328.64,26568.64,5,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0
3,MEDA-2859,MEDA,Task,Update overriden _flyout_nav_item.twig,Done,2022-08-18T15:59:09.866-0400,2025-05-21T10:25:29.412-0400,,,1.8.7(Storybook),6326.14,26550.14,4,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
3,MEDA-2858,MEDA,Task,Update Storybook to 1.8.7,Done,2022-08-18T15:55:06.810-0400,2025-05-21T10:25:25.583-0400,,,1.8.7(Storybook),6327.85,26552.35,5,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0
3,MEDA-2857,MEDA,Task,Add the overview pages into the menu,Done,2022-08-18T12:42:06.019-0400,2025-05-21T10:25:26.542-0400,,,,6317.48,26477.48,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2855,MEDA,Task,Invalidate navigation block cache when saving alert bar settings,Done,2022-08-17T11:21:35.527-0400,2025-05-21T10:25:47.985-0400,MEDA-2819,MEDA-2819,1.8.5(Storybook),6339.07,26595.07,5,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0
3,MEDA-2839,MEDA,Task,Implement analytics for media components,Done,2022-08-16T14:33:49.226-0400,2025-05-21T10:25:40.153-0400,MEDA-2819,MEDA-2819,,6344.19,26616.19,8,0,0,0,3,0,0,0,1,0,0,1,2,1,0,0,0,0
3,MEDA-2838,MEDA,Task,Cleanup: Use `storybook_component` render element,Done,2022-08-16T12:50:37.964-0400,2025-05-21T10:25:40.277-0400,,,,5992.79,25128.79,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,MEDA-2835,MEDA,Bug,Cancer Types Search Form - Call to a member function label() on null,Done,2022-08-15T16:45:29.186-0400,2025-05-21T10:25:42.522-0400,,,,6348.39,26620.39,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2833,MEDA,Task,Leverage JSON output from the montefiore.org,Done,2022-08-15T11:18:25.136-0400,2025-05-21T10:25:38.469-0400,,,,6319.85,26485.11,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2832,MEDA,Task,Modify Featured Bottom Section to allow for full width components with proper left and right margins as well as top and bottom spacings as per figmas below hhs content on the basic content type pages.,Done,2022-08-15T11:03:52.200-0400,2025-05-21T10:25:36.931-0400,,,Development,6295.85,26420.6,4,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
3,MEDA-2830,MEDA,Sub-task,Other pages - Integrate per-breakpoint image fields with the updated media component - ,Done,2022-08-12T10:59:31.852-0400,2025-05-21T10:26:10.594-0400,,MEDA-2444,,6292.1,26404.1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,MEDA-2829,MEDA,Task,Refactor the way proxy responses are served,Done,2022-08-12T09:12:07.314-0400,2025-05-21T10:26:11.872-0400,,,,6367.64,26719.64,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,MEDA-2828,MEDA,Sub-task,Home Page - Integrate per-breakpoint image fields with the updated media component ,Done,2022-08-11T15:55:16.356-0400,2025-05-21T10:26:15.914-0400,,MEDA-2444,,6351.85,26638.7,5,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0
3,MEDA-2817,MEDA,Task,Convert cancer_theme/analytics.js to Storybook-based Alpine.js,Done,2022-08-09T14:53:24.551-0400,2025-05-21T10:25:46.289-0400,,,,6383.85,26783.25,5,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0
3,MEDA-2816,MEDA,Bug,Location label should be dyanmic,Done,2022-08-09T09:44:04.989-0400,2025-05-21T10:25:47.290-0400,,,,6246.4,26214.4,6,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,0
3,MEDA-2812,MEDA,Task,Move Google CSE search page results markup into a twig template,Done,2022-08-05T12:10:06.230-0400,2025-05-21T10:25:24.215-0400,,,,6401.6,26881.6,5,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0
3,MEDA-2811,MEDA,Task,Create Contact — Three Call component from Storybook,Done,2022-08-03T17:07:57.827-0400,2025-05-21T10:25:25.058-0400,MEDA-2823,MEDA-2823,,6319.13,26479.13,5,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0
3,MEDA-2808,MEDA,Task,Add support for breadcrumb handling of proxied pages,Done,2022-08-03T08:11:54.062-0400,2025-05-21T10:25:20.108-0400,DAP-192,DAP-192,,6399.85,26823.05,5,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0
3,MEDA-2806,MEDA,Task,Add support for CSS file rewriting,Done,2022-08-02T09:13:11.806-0400,2025-05-21T10:25:33.909-0400,MEDA-5,MEDA-5,,6423.85,26940.66,10,0,0,0,3,0,0,0,2,0,0,1,3,1,0,0,0,0
3,MEDA-2805,MEDA,Task,SEO - Enable and configure Metatags module,Done,2022-08-02T08:46:35.234-0400,2025-05-21T10:25:34.510-0400,MEDA-2822,MEDA-2822,,5992.77,25128.77,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,MEDA-2804,MEDA,Task,Configure 403 and 404 pages,Done,2022-08-02T08:43:11.501-0400,2025-05-21T10:25:34.967-0400,,,,5992.75,25128.75,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,MEDA-2776,MEDA,Sub-task,Import employmentStatusType from phynd,Done,2022-07-29T11:47:22.631-0400,2025-05-21T10:25:26.400-0400,,MEDA-2753,,6444.62,27052.62,6,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,0
3,MEDA-2755,MEDA,Sub-task,Results should give a higher priority to last name matches over first name,Done,2022-07-27T14:28:08.211-0400,2025-05-21T10:24:50.494-0400,,MEDA-2753,,6420.82,26932.82,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
3,MEDA-2754,MEDA,Sub-task,Add new field for the Elsevier link,Done,2022-07-27T14:27:58.138-0400,2025-05-21T10:24:50.712-0400,,MEDA-2753,,6454.74,27078.74,5,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0
3,MEDA-2753,MEDA,Task,Find a doctor changes (profile and order of the results),Done,2022-07-27T14:27:25.387-0400,2025-05-21T10:24:38.172-0400,,,,6448.24,27072.24,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
3,MEDA-2748,MEDA,Bug,The 'Find a Doctor' menu item does not direct the user to the expected route,Done,2022-07-27T10:16:15.887-0400,2025-05-21T10:24:33.712-0400,,,,6399.85,26863.85,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,MEDA-2747,MEDA,Bug,"The ""Request an Appointment"" Menu Item does not direct the user to the expected route",Done,2022-07-27T10:14:47.975-0400,2025-05-21T10:24:35.085-0400,,,,6402.39,26882.39,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,MEDA-2742,MEDA,Bug,Cancer Navigator Program page does not use global sidebar,Done,2022-07-27T10:04:35.512-0400,2025-05-21T10:24:25.947-0400,MEDA-2821,MEDA-2821,,6359.85,26689.4,11,0,0,0,2,0,0,0,3,0,0,1,2,2,0,0,1,0
